Grid Name,Grid Rows,Grid Columns,Num Of Agents,Num Of Obstacles,Instance Id,A*/SIC Success,A*/SIC Runtime,A*/SIC Solution Cost,A*/SIC Expanded,A*/SIC Generated,A*/SIC Reopened,A*/SIC BPMX boosts,A*/SIC Closed List Hits,A*/SIC Reopened With Old H,A*/SIC H Updated From Other Area,A*/SIC Max expansion delay,A*/SIC Quick Insertions,A*/SIC Quick Insertions Cancelled,A*/SIC Max Group,A*/SIC Solution Depth,
Random Grid,20,20,5,40,2,1,5683.6943,31,64,55577,150,0,66879,0,0,56,11,26,5,2,
Random Grid,20,20,1,40,0,1,28.0007,18,18,45,0,0,38,0,0,0,17,4,1,0,
Random Grid,20,20,1,40,1,1,0.160799999999995,14,14,36,0,0,28,0,0,0,14,6,1,0,
Random Grid,20,20,1,40,2,1,0.1648,17,17,42,0,0,35,0,0,0,16,5,1,0,
Random Grid,20,20,1,40,3,1,0.051400000000001,7,7,21,0,0,14,0,0,0,6,3,1,0,
Random Grid,20,20,1,40,4,1,0.0636000000000081,4,4,13,0,0,7,0,0,0,4,3,1,0,
Random Grid,20,20,5,40,0,1,920.565,60,18,31678,0,0,2543,0,0,0,18,91,5,0,
Random Grid,20,20,5,40,1,1,306.9996,31,9,16946,0,0,1180,0,0,0,9,27,5,0,
Random Grid,20,20,1,40,0,1,40.5415999999996,18,18,45,0,0,38,0,0,0,17,4,1,0,
Random Grid,20,20,1,40,1,1,0.309799999999996,14,14,36,0,0,28,0,0,0,14,6,1,0,
Random Grid,20,20,1,40,2,1,0.260000000000218,17,17,42,0,0,35,0,0,0,16,5,1,0,
Random Grid,20,20,1,40,3,1,0.162800000000061,7,7,21,0,0,14,0,0,0,6,3,1,0,
Random Grid,20,20,1,40,4,1,0.0943999999999505,4,4,13,0,0,7,0,0,0,4,3,1,0,
Random Grid,20,20,5,40,0,1,790.166499999999,60,18,31678,0,0,2543,0,0,0,18,91,5,0,
Random Grid,20,20,5,40,1,1,289.161,31,9,16946,0,0,1180,0,0,0,9,27,5,0,
Random Grid,20,20,5,40,2,1,165816.3192,31,64,55577,150,0,66879,0,0,56,11,26,5,2,
,20,20,5,40,0,1,716.134,71,20,42183,0,0,2863,0,0,0,20,103,5,0,
Random Grid,20,20,5,40,1,1,257.617,44,10,20718,0,0,493,0,0,0,10,59,5,0,
Random Grid,20,20,5,40,2,1,377.0957,27,10,21225,0,0,2026,0,0,0,10,27,5,0,
Random Grid,20,20,1,40,0,1,31.2553,5,5,13,0,0,10,0,0,0,4,1,1,0,
Random Grid,20,20,1,40,1,1,0.176599999999993,9,9,26,0,0,18,0,0,0,9,6,1,0,
Random Grid,20,20,1,40,2,1,0.181699999999992,20,20,54,0,0,41,0,0,0,20,12,1,0,
Random Grid,20,20,1,40,3,1,0.0999000000000052,18,18,47,0,0,37,0,0,0,17,7,1,0,
Random Grid,20,20,1,40,4,1,0.139900000000011,19,19,54,0,0,38,0,0,0,19,15,1,0,
Random Grid,20,20,5,40,0,1,697.2062,71,20,42183,0,0,2863,0,0,0,20,103,5,0,
Random Grid,20,20,5,40,1,1,315.9351,38,10,24351,0,0,975,0,0,0,10,27,5,1,
Random Grid,20,20,5,40,2,1,477.2429,34,10,21435,0,0,1316,0,0,0,10,82,5,0,
Random Grid,20,20,1,40,0,1,27.1035,12,12,29,0,0,25,0,0,0,12,7,1,0,
Random Grid,20,20,1,40,1,1,0.2149,17,17,44,0,0,34,0,0,0,17,3,1,0,
Random Grid,20,20,1,40,2,1,0.0541999999999945,6,6,18,0,0,11,0,0,0,6,10,1,0,
Random Grid,20,20,1,40,3,1,0.854900000000001,17,17,44,0,0,34,0,0,0,16,8,1,0,
Random Grid,20,20,1,40,4,1,0.0925000000000011,14,14,39,0,0,29,0,0,0,13,9,1,0,
Random Grid,20,20,1,40,5,1,0.158799999999985,17,17,44,0,0,35,0,0,0,16,6,1,0,
Random Grid,20,20,6,40,0,1,2448.4141,83,17,121974,0,0,2231,0,0,0,17,214,6,0,
Random Grid,20,20,6,40,1,1,15073.5513,43,35,198921,1994,0,103787,0,0,26,20,73,6,0,
Random Grid,20,20,6,40,2,1,863.383900000001,40,8,59197,0,0,818,0,0,0,8,44,6,0,
Random Grid,20,20,1,40,0,1,31.7404,18,18,45,0,0,38,0,0,0,17,4,1,0,
Random Grid,20,20,1,40,1,1,0.174599999999998,14,14,36,0,0,28,0,0,0,14,6,1,0,
Random Grid,20,20,1,40,2,1,0.137900000000002,17,17,42,0,0,35,0,0,0,16,5,1,0,
Random Grid,20,20,1,40,3,1,0.0900000000000034,7,7,21,0,0,14,0,0,0,6,3,1,0,
Random Grid,20,20,1,40,4,1,0.0561000000000149,4,4,13,0,0,7,0,0,0,4,3,1,0,
Random Grid,20,20,5,40,0,1,876.022,60,18,31678,0,0,2543,0,0,0,18,91,5,0,
Random Grid,20,20,5,40,1,1,301.003,31,9,16946,0,0,1180,0,0,0,9,27,5,0,
Random Grid,20,20,5,40,2,1,5720.03,31,64,55577,150,0,66879,0,0,56,11,26,5,2,
Random Grid,20,20,1,40,0,1,29.0057,18,18,45,0,0,38,0,0,0,17,4,1,0,
Random Grid,20,20,1,40,1,1,0.189599999999999,14,14,36,0,0,28,0,0,0,14,6,1,0,
Random Grid,20,20,1,40,2,1,0.149000000000001,17,17,42,0,0,35,0,0,0,16,5,1,0,
Random Grid,20,20,1,40,3,1,0.0687999999999818,7,7,21,0,0,14,0,0,0,6,3,1,0,
Random Grid,20,20,1,40,4,1,0.065100000000001,4,4,13,0,0,7,0,0,0,4,3,1,0,
Random Grid,20,20,5,40,0,1,873.887,60,18,31678,0,0,2543,0,0,0,18,91,5,0,
Random Grid,20,20,5,40,1,1,306.7436,31,9,16946,0,0,1180,0,0,0,9,27,5,0,
Random Grid,20,20,5,40,2,1,5730.9452,31,64,55577,150,0,66879,0,0,56,11,26,5,2,
Random Grid,20,20,1,40,0,1,27.8712,18,18,45,0,0,38,0,0,0,17,4,1,0,
Random Grid,20,20,1,40,1,1,0.142999999999986,14,14,36,0,0,28,0,0,0,14,6,1,0,
Random Grid,20,20,1,40,2,1,0.144599999999997,17,17,42,0,0,35,0,0,0,16,5,1,0,
Random Grid,20,20,1,40,3,1,0.0782000000000096,7,7,21,0,0,14,0,0,0,6,3,1,0,
Random Grid,20,20,1,40,4,1,0.06280000000001,4,4,13,0,0,7,0,0,0,4,3,1,0,
Random Grid,20,20,5,40,0,1,875.3014,60,18,31678,0,0,2543,0,0,0,18,91,5,0,
Random Grid,20,20,5,40,2,1,5740.9841,31,64,55577,150,0,66879,0,0,56,11,26,5,2,
Random Grid,20,20,1,40,0,1,27.034,18,18,45,0,0,38,0,0,0,17,4,1,0,
Random Grid,20,20,1,40,1,1,0.1541,14,14,36,0,0,28,0,0,0,14,6,1,0,
Random Grid,20,20,1,40,2,1,0.101100000000002,17,17,42,0,0,35,0,0,0,16,5,1,0,
Random Grid,20,20,1,40,3,1,0.0568999999999988,7,7,21,0,0,14,0,0,0,6,3,1,0,
Random Grid,20,20,1,40,4,1,0.0490000000000066,4,4,13,0,0,7,0,0,0,4,3,1,0,
Random Grid,20,20,5,40,0,1,890.1153,60,18,31678,0,0,2543,0,0,0,18,91,5,0,
Random Grid,20,20,5,40,2,1,5712.4919,31,64,55577,150,0,66879,0,0,56,11,26,5,2,
Random Grid,20,20,1,40,0,1,31.5041,9,9,23,0,0,18,0,0,0,8,0,1,0,
Random Grid,20,20,1,40,1,1,0.215299999999999,7,7,17,0,0,14,0,0,0,7,3,1,0,
Random Grid,20,20,1,40,2,1,0.0727000000000118,4,4,10,0,0,8,0,0,0,4,1,1,0,
Random Grid,20,20,1,40,3,1,0.0506000000000029,3,3,10,0,0,5,0,0,0,3,4,1,0,
Random Grid,20,20,1,40,4,1,0.0611999999999853,2,2,8,0,0,3,0,0,0,1,0,1,0,
Random Grid,20,20,5,40,0,1,6893.6243,27,78,56291,229,0,100269,0,0,71,11,36,5,2,
Random Grid,20,20,5,40,2,1,449.9177,13,13,17549,75,0,10572,0,0,7,7,11,5,2,
Random Grid,20,20,1,40,0,1,26.5782,11,11,32,0,0,22,0,0,0,10,6,1,0,
Random Grid,20,20,1,40,1,1,0.263499999999993,28,28,64,0,0,59,0,0,0,27,9,1,0,
Random Grid,20,20,1,40,2,1,0.177699999999987,14,14,36,0,0,28,0,0,0,14,5,1,0,
Random Grid,20,20,1,40,3,1,0.134299999999996,17,17,42,0,0,34,0,0,0,17,9,1,0,
Random Grid,20,20,1,40,4,1,0.0398999999999887,1,1,5,0,0,1,0,0,0,1,0,1,0,
Random Grid,20,20,1,40,5,1,0.0604999999999905,4,4,9,0,0,7,0,0,0,3,0,1,0,
Random Grid,20,20,1,40,6,1,0.141899999999993,16,16,44,0,0,32,0,0,0,16,4,1,0,
Random Grid,251,211,1,25726,0,1,32.2654,142,142,392,0,0,290,0,0,0,141,42,1,0,
Random Grid,251,211,1,25726,1,1,1.14440000000002,112,112,322,0,0,224,0,0,0,111,42,1,0,
Random Grid,251,211,1,25726,2,1,0.952499999999986,117,117,334,0,0,234,0,0,0,117,41,1,0,
Random Grid,251,211,3,25726,0,1,21059607.7891,373,219726,2997030,361573,0,24289189,0,0,219662,43652,11434,3,2,
Random Grid,251,211,3,25726,4,1,55.3951000012457,213,71,7407,0,0,569,0,0,0,71,234,3,0,
Random Grid,251,211,3,25726,2,1,669.085400000215,160,469,23019,225,0,31853,0,0,430,126,43,3,2,
Random Grid,251,211,3,25726,0,1,317.0776,741,284,27248,0,0,4537,0,0,0,284,699,3,0,
Random Grid,251,211,3,25726,4,1,118.9851,426,142,15184,0,0,1137,0,0,0,142,275,3,0,
Random Grid,251,211,3,25726,2,1,83.7371999999999,315,142,11573,0,0,3368,0,0,0,142,258,3,0,
Random Grid,251,211,3,25726,0,1,357.4241,741,284,27248,0,0,4537,0,0,0,284,699,3,0,
Random Grid,251,211,3,25726,4,1,131.5717,426,142,15184,0,0,1137,0,0,0,142,275,3,0,
Random Grid,251,211,3,25726,2,1,73.3001999999999,315,142,11573,0,0,3368,0,0,0,142,258,3,0,
Random Grid,251,211,1,25726,0,1,27.0902,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.54000000000002,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.03030000000001,233,233,633,0,0,481,0,0,0,233,178,1,0,
Random Grid,251,211,3,25726,0,1,256.5739,741,284,27248,0,0,4537,0,0,0,284,699,3,0,
Random Grid,251,211,1,25726,0,1,28.3599,142,142,392,0,0,290,0,0,0,141,42,1,0,
Random Grid,251,211,1,25726,1,1,0.915300000000002,112,112,322,0,0,224,0,0,0,111,42,1,0,
Random Grid,251,211,1,25726,2,1,0.6447,117,117,334,0,0,234,0,0,0,117,41,1,0,
Random Grid,251,211,3,25726,0,1,100.6115,270,142,13106,0,0,3470,0,0,0,142,141,3,0,
Random Grid,251,211,3,25726,4,1,34.189,153,71,6896,0,0,1305,0,0,0,71,140,3,0,
Random Grid,251,211,3,25726,2,1,23.04,117,71,6265,0,0,2126,0,0,0,71,5,3,0,
Random Grid,251,211,3,25726,0,1,110.998,290,142,13353,0,0,3223,0,0,0,142,205,3,0,
Random Grid,251,211,3,25726,4,1,64.2994,173,71,7143,0,0,1058,0,0,0,71,204,3,0,
Random Grid,251,211,3,25726,2,1,21.052,117,71,6265,0,0,2126,0,0,0,71,5,3,0,
Random Grid,251,211,3,25726,0,1,117.0247,214,142,10443,0,0,4358,0,0,0,142,145,3,0,
Random Grid,251,211,3,25726,4,1,41.3132,143,71,6503,0,0,1498,0,0,0,71,144,3,0,
Random Grid,251,211,3,25726,2,1,17.5304,71,71,3980,0,0,2821,0,0,0,71,5,3,0,
Random Grid,251,211,3,25726,0,1,125.4755,276,142,13167,0,0,3484,0,0,0,142,142,3,0,
Random Grid,251,211,3,25726,4,1,28.8877,164,71,7107,0,0,1169,0,0,0,71,141,3,0,
Random Grid,251,211,3,25726,2,1,48.3772,112,71,6125,0,0,2276,0,0,0,71,9,3,0,
Random Grid,251,211,3,25726,0,1,160.8655,299,142,13463,0,0,3188,0,0,0,142,215,3,0,
Random Grid,251,211,3,25726,4,1,48.9706,187,71,7403,0,0,873,0,0,0,71,214,3,0,
Random Grid,251,211,3,25726,2,1,61.7157,112,71,6125,0,0,2276,0,0,0,71,9,3,0,
Random Grid,251,211,3,25726,0,1,159.7731,299,142,13463,0,0,3188,0,0,0,142,215,3,0,
Random Grid,251,211,3,25726,4,1,42.833,187,71,7403,0,0,873,0,0,0,71,214,3,0,
Random Grid,251,211,3,25726,2,1,55.8048,112,71,6125,0,0,2276,0,0,0,71,9,3,0,
Random Grid,251,211,3,25726,0,1,146.0195,302,142,13268,0,0,2973,0,0,0,142,223,3,0,
Random Grid,251,211,3,25726,4,1,45.7604000000001,190,71,7439,0,0,837,0,0,0,71,222,3,0,
Random Grid,251,211,3,25726,2,1,67.2186,112,71,6107,0,0,2274,0,0,0,71,8,3,0,
Random Grid,251,211,3,25726,0,1,143.7333,302,142,13268,0,0,2973,0,0,0,142,223,3,0,
Random Grid,251,211,3,25726,4,1,40.3305999999999,190,71,7439,0,0,837,0,0,0,71,222,3,0,
Random Grid,251,211,3,25726,2,1,52.9457,112,71,6107,0,0,2274,0,0,0,71,8,3,0,
Random Grid,251,211,3,25726,0,1,146.6422,304,142,13291,0,0,2940,0,0,0,142,300,3,0,
Random Grid,251,211,3,25726,4,1,42.5557,191,71,7451,0,0,825,0,0,0,71,224,3,0,
Random Grid,251,211,3,25726,2,1,65.9239,113,71,6109,0,0,2247,0,0,0,71,13,3,0,
Random Grid,251,211,3,25726,0,1,144.0951,305,142,13362,0,0,2984,0,0,0,142,303,3,0,
Random Grid,251,211,3,25726,4,1,43.5619,192,71,7462,0,0,814,0,0,0,71,228,3,0,
Random Grid,251,211,3,25726,2,1,50.684,113,72,6167,0,0,2289,0,0,1,72,12,3,0,
Random Grid,251,211,3,25726,0,1,147.985,305,142,13362,0,0,2984,0,0,0,142,235,3,0,
Random Grid,251,211,3,25726,4,1,47.8471,192,71,7462,0,0,814,0,0,0,71,228,3,0,
Random Grid,251,211,3,25726,2,1,75.3287,113,71,6099,0,0,2247,0,0,0,71,21,3,0,
Random Grid,251,211,3,25726,0,1,149.5126,372,142,14122,0,0,2199,0,0,0,142,275,3,0,
Random Grid,251,211,3,25726,4,1,46.8421,213,71,7407,0,0,569,0,0,0,71,248,3,0,
Random Grid,251,211,3,25726,2,1,39.2881,159,71,6781,0,0,1605,0,0,0,71,61,3,0,
Random Grid,251,211,3,25726,0,1,137.1262,373,142,14133,0,0,2188,0,0,0,142,378,3,0,
Random Grid,251,211,3,25726,4,1,57.9623,213,71,7407,0,0,569,0,0,0,71,248,3,0,
Random Grid,251,211,3,25726,2,1,26.4454,160,71,6787,0,0,1594,0,0,0,71,66,3,0,
Random Grid,251,211,3,25726,0,1,147.9916,372,142,14122,0,0,2199,0,0,0,142,275,3,0,
Random Grid,251,211,3,25726,4,1,61.2488,213,71,7407,0,0,569,0,0,0,71,248,3,0,
Random Grid,251,211,3,25726,2,1,28.4618,159,71,6781,0,0,1605,0,0,0,71,61,3,0,
Random Grid,251,211,1,25726,0,1,26.9496,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.03269999999998,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,0,1,31.403,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,0.995600000000024,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,2,25726,0,1,14.7669999999999,508,284,5050,0,0,1512,0,0,0,284,303,2,0,
Random Grid,251,211,2,25726,3,1,5.24839999999995,254,142,2580,0,0,751,0,0,0,142,111,2,0,
Random Grid,251,211,2,25726,2,1,4.20219999999995,254,142,2357,0,0,762,0,0,0,142,112,2,0,
Random Grid,252,252,3,41912,0,1,26.5691,3,3,5,0,0,5,0,0,0,1,0,3,0,
Random Grid,252,252,3,41912,4,1,0.0944000000000074,2,2,3,0,0,3,0,0,0,0,0,3,0,
Random Grid,252,252,3,41912,2,1,0.888899999999978,1,1,3,0,0,1,0,0,0,0,0,3,0,
Random Grid,251,211,1,25726,0,1,30.9831,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.49809999999997,223,223,612,0,0,458,0,0,0,222,177,1,0,
Random Grid,251,211,1,25726,2,1,1.65330000000006,233,233,633,0,0,481,0,0,0,233,178,1,0,
Random Grid,251,211,3,25726,0,1,257.7899,740,284,27236,0,0,4549,0,0,0,284,699,3,0,
Random Grid,251,211,1,25726,0,1,31.1447,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.30020000000002,223,223,612,0,0,458,0,0,0,222,177,1,0,
Random Grid,251,211,1,25726,2,1,1.06309999999996,233,233,633,0,0,481,0,0,0,233,178,1,0,
Random Grid,251,211,3,25726,0,1,277.8946,740,284,27236,0,0,4549,0,0,0,284,699,3,0,
Random Grid,251,211,1,25726,0,1,38.364,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.2484,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.846200000000067,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,3,25726,0,1,258.5373,701,284,27362,0,0,5174,0,0,0,284,728,3,0,
Random Grid,251,211,3,25726,4,1,103.3268,351,142,14092,0,0,2559,0,0,0,142,117,3,0,
Random Grid,251,211,3,25726,2,1,128.1153,350,142,11931,0,0,2570,0,0,0,142,295,3,0,
Random Grid,251,211,1,25726,0,1,27.9439,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.37759999999997,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.04849999999999,233,233,633,0,0,481,0,0,0,233,178,1,0,
Random Grid,251,211,4,25726,0,1,1552.3984,964,284,139341,0,0,17180,0,0,0,284,1343,4,0,
Random Grid,251,211,1,25726,0,1,30.6011,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,0.97890000000001,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.8198000000001,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,4,25726,0,1,1204.8513,926,284,141179,0,0,19097,0,0,0,284,1426,4,0,
Random Grid,251,211,1,25726,0,1,29.0599,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.04340000000002,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.13300000000004,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,4,25726,0,1,1202.5078,928,284,141479,0,0,18797,0,0,0,284,1426,4,0,
Random Grid,251,211,1,25726,0,1,29.5858,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.02749999999998,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,3.07399999999996,233,233,633,0,0,481,0,0,0,233,178,1,0,
Random Grid,251,211,1,25726,3,1,0.90829999999994,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1475.2488,964,284,139341,0,0,17180,0,0,0,284,1343,4,0,
Random Grid,251,211,1,25726,0,1,29.4313,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.07029999999997,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.51109999999994,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.53480000000002,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1200.4567,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,425.7148,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,498.9948,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,32.2196,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.52180000000004,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.858900000000062,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.27599999999995,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1294.5346,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,434.075,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,592.24,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,27.6133,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,0.995200000000011,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.4325,233,233,633,0,0,481,0,0,0,233,178,1,0,
Random Grid,251,211,1,25726,3,1,1.68100000000004,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,1,25726,4,1,0.709599999999909,164,164,477,0,0,329,0,0,0,163,106,1,0,
Random Grid,251,211,1,25726,0,1,33.0157,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.1019,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.991999999999962,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.23850000000004,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1164.8296,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,479.6651,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,611.0248,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,33.0741,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.44830000000002,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.875,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.5412,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1213.2147,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,441.9083,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,533.627,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,32.762,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.06229999999999,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.03780000000006,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.06229999999994,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1182.1328,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,480.4862,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,505.637,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,25.9153,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.0453,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.68970000000002,233,233,633,0,0,481,0,0,0,233,178,1,0,
Random Grid,251,211,1,25726,3,1,1.0141000000001,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,1,25726,4,1,0.897600000000011,164,164,477,0,0,329,0,0,0,163,106,1,0,
Random Grid,251,211,1,25726,0,1,26.6248,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.0299,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.65449999999998,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.17449999999997,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,1,25726,4,1,0.743900000000053,164,164,477,0,0,329,0,0,0,163,106,1,0,
Random Grid,251,211,5,25726,0,1,90142.6982,1088,284,704169,0,0,88582,0,0,0,284,2506,5,0,
Random Grid,251,211,5,25726,6,1,42444.6738,545,142,366917,0,0,43709,0,0,0,142,248,5,0,
Random Grid,251,211,5,25726,2,1,20759.5841,543,142,307275,0,0,43576,0,0,0,142,1122,5,0,
Random Grid,251,211,1,25726,0,1,28.3587,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.0462,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.09550000000002,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.14249999999993,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1190.5355,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,479.7311,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,601.6401,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,30.5979,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,2.00220000000002,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,3.32449999999994,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.49930000000006,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1275.6222,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,445.6847,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,561.4868,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,28.7451,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.19229999999999,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.80900000000008,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,0.948499999999967,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1306.9885,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,482.226,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,503.7395,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,33.5672,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.11009999999999,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.19550000000004,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.25149999999996,223,223,643,0,0,453,0,0,0,223,136,1,0,
